TimestampISO,Field,DeviationPct,BirdeyeValue,BitqueryValue,Token
2026-02-24T05:54:00.000Z,open,2.855449,0.00012904498466507865,0.00013278317,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T05:56:00.000Z,open,2.111528,0.00013615174706259767,0.0001333069,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T05:56:00.000Z,high,2.111528,0.00013615174706259767,0.0001333069,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T05:58:00.000Z,open,2.196321,0.00013156409203524523,0.00012870591,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:02:00.000Z,high,2.052996,0.00012705899056355017,0.00012969456,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:02:00.000Z,close,3.198656,0.0001256113805673488,0.00012969456,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:13:00.000Z,open,9.147991,0.00012517187176532604,0.000114222006,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:13:00.000Z,high,4.201419,0.00012517187176532604,0.00012002108,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:16:00.000Z,close,3.483884,0.00011063407192697803,0.000114556766,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:18:00.000Z,open,2.161319,0.00011063407192697803,0.00011305135,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:19:00.000Z,open,2.065412,0.00011473599072866903,0.00011713049,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:23:00.000Z,low,6.124835,0.00011645802405629647,0.00010953711,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:23:00.000Z,close,6.124835,0.00011645802405629647,0.00010953711,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:24:00.000Z,open,3.970275,0.00011645802405629647,0.00011192432,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:24:00.000Z,high,3.970275,0.00011645802405629647,0.00011192432,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:26:00.000Z,high,2.589813,0.00010909987976320573,0.00011196243,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:34:00.000Z,open,2.389734,0.00010186639479181181,0.00010433017,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:39:00.000Z,low,2.834296,0.0000905650633876933,0.00008803405,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:40:00.000Z,open,6.602772,0.00009146737073879963,0.000085621,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:40:00.000Z,high,4.487491,0.00009146737073879963,0.000087452856,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:41:00.000Z,close,3.980265,0.00007594425824077715,0.00007902842,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
2026-02-24T06:54:00.000Z,open,2.817272,0.00009600551558603444,0.00009333835,GJmF68t5HXM1U1j2nE4Trvh7vH5XeXys7MW4UN5Bpump
